id,label
Abnormal peristalsis,Entity
Developmental glaucoma,Entity
Meticillin,Entity
ADRB1,Entity
Status epilepticus,Entity
ZMYM4,Entity
malakoplakia,Entity
AREDYLD syndrome,Entity
RAD54L,Entity
Crofelemer,Entity
IL23R,Entity
pigmentation disorder with eye involvement,Entity
Gefitinib,Entity
autoimmune disease of endocrine system,Entity
gastroenteric neuroendocrine neoplasm,Entity
Etoposide,Entity
sigmoid neoplasm,Entity
CCK,Entity
Cefotaxime,Entity
ABT1,Entity
extrahepatic bile duct neoplasm,Entity
perinatal intestinal perforation,Entity
CNR2,Entity
CLEC1B,Entity
Succinic acid,Entity
Nickel,Entity
RNF6,Entity
EPC2,Entity
GLA,Entity
FGF2,Entity
NME7,Entity
small intestine adenocarcinoma,Entity
Adomiparin,Entity
Desflurane,Entity
Armodafinil,Entity
NBAS,Entity
genetic vascular tumor,Entity
MIR423,Entity
Pancreatic pseudocyst,Entity
PDGFRL,Entity
Insulin glulisine,Entity
mucoepidermoid esophageal carcinoma,Entity
verrucous carcinoma of oral cavity,Entity
MT1A,Entity
small cell carcinoma,Entity
MARK4,Entity
PPIA,Entity
MIR7977,Entity
ISG15,Entity
liver rhabdomyosarcoma,Entity
OLFML2A,Entity
coccidiosis,Entity
GADD45A,Entity
BBC3,Entity
infectious colitis,Entity
APEX1,Entity
Vinorelbine,Entity
CDC45,Entity
UGT3A2,Entity
TLR5,Entity
Cefprozil,Entity
PPARA,Entity
Cyclopentolate,Entity
Abnormal pyramidal sign,Entity
VEGFA,Entity
GAL,Entity
MASP2,Entity
Hemeralopia,Entity
AUTS2,Entity
Increased erythrocyte protoporphyrin concentration,Entity
Cholecalciferol,Entity
APOB,Entity
Growth delay,Entity
gastric mucosa-associated lymphoid tissue lymphoma,Entity
DTX4,Entity
PCSK1N,Entity
CELSR3,Entity
TRRAP,Entity
Rectal fistula,Entity
Phylloquinone,Entity
Abnormality of renal excretion,Entity
CYB5D2,Entity
Selenium,Entity
carcinoma,Entity
jaw cancer,Entity
Escitalopram,Entity
endocrine pancreas disease,Entity
upper lip cancer,Entity
FOS,Entity
KCNJ11,Entity
Testosterone,Entity
Chronic active hepatitis,Entity
FHL3,Entity
Abscess,Entity
RRM1,Entity
mixed hepatoblastoma,Entity
PPIC,Entity
SLC23A1,Entity
Agent Orange,Entity
MIR409,Entity
Allopurinol,Entity
mucoepidermoid carcinoma of submandibular gland,Entity
FLT4,Entity
infantile liver failure,Entity
IL2RB,Entity
Functional abnormality of the bladder,Entity
MIR1260B,Entity
Triazolam,Entity
SHANK1,Entity
MIR30A,Entity
FHIT,Entity
ZMIZ1,Entity
SERPINA6,Entity
Hemolytic anemia,Entity
EXO1,Entity
PYCARD,Entity
KIFBP,Entity
KNG1,Entity
Peptic ulcer,Entity
proctosigmoiditis,Entity
NEK4,Entity
IL18,Entity
Benzatropine,Entity
Omeprazole,Entity
Colistin,Entity
ARHGEF10L,Entity
Pramlintide,Entity
Intestinal pseudo-obstruction,Entity
ABI1,Entity
Neutropenia in presence of anti-neutropil antibodies,Entity
MIR140,Entity
Dasabuvir,Entity
rectum lymphoma,Entity
Chlorambucil,Entity
intestinal atresia (disease),Entity
esophageal cancer,Entity
isolated mesenteric vein thrombosis,Entity
Benzyl alcohol,Entity
MCC,Entity
pylorus cancer,Entity
ASF1B,Entity
Ticarcillin,Entity
Estradiol,Entity
PTPN22,Entity
HSPD1,Entity
Oxymetholone,Entity
Gimeracil,Entity
Ibandronate,Entity
UBXN1,Entity
MACROD2,Entity
sublingual gland adenoid cystic carcinoma,Entity
JDP2,Entity
FBXL2,Entity
Daptomycin,Entity
Vanadium,Entity
LIG1,Entity
MNX1,Entity
Abnormal onset of bleeding,Entity
PCOLCE,Entity
Dicoumarol,Entity
benign duodenal neoplasm,Entity
Hirschsprung disease-nail hypoplasia-dysmorphism syndrome,Entity
MIR215,Entity
EPHA10,Entity
Increased T cell count,Entity
CHD8,Entity
APOC3,Entity
Clindamycin,Entity
Sildenafil,Entity
varicose disease,Entity
hepatic infarction,Entity
ACTL9,Entity
NDRG1,Entity
IDH3B,Entity
PARP4,Entity
MIR34A,Entity
CXCL8,Entity
RSPO3,Entity
LIPC,Entity
MIR93,Entity
MVK,Entity
Hydralazine,Entity
Aplasia/Hypoplasia of the cerebellum,Entity
Nonketotic hypoglycemia,Entity
submandibular gland neoplasm,Entity
TLK2,Entity
PLAU,Entity
PDX1,Entity
FYN,Entity
Esmolol,Entity
RASAL2,Entity
DPYD,Entity
IL6R,Entity
IGFALS,Entity
USP2,Entity
hepatobiliary neoplasm,Entity
PIK3CA,Entity
splenic tuberculosis,Entity
ALDH2,Entity
MIR5196,Entity
major salivary gland carcinoma ex pleomorphic adenoma,Entity
Sucralfate,Entity
glucose metabolism disease,Entity
Atypical scarring of skin,Entity
Colon cancer,Entity
Excessive salivation,Entity
Constriction of peripheral visual field,Entity
Ombitasvir,Entity
colon Kaposi sarcoma,Entity
Naratriptan,Entity
JUN,Entity
FAM168A,Entity
DCDC2,Entity
hiatus hernia (disease),Entity
VEGFC,Entity
RIPK1,Entity
Chorioretinal atrophy,Entity
KMT2C,Entity
granular cell tumor,Entity
Intrauterine growth retardation,Entity
Nilotinib,Entity
"neuroendocrine tumor of the appendix, well differentiated, low or intermediate grade",Entity
Exocrine pancreatic insufficiency,Entity
Sagittal craniosynostosis,Entity
Decreased circulating antibody level,Entity
Chlorotrianisene,Entity
Galantamine,Entity
Euphoria,Entity
pancreatoblastoma,Entity
CDKN1B,Entity
CXCL2,Entity
IL1RN,Entity
TRPV1,Entity
mucinous neoplasm,Entity
Sulfanilamide,Entity
MIR194-1,Entity
Abnormal bowel sounds,Entity
Focal active colitis,Entity
intestinal obstruction in the newborn due to guanylate cyclase 2C deficiency,Entity
MOK,Entity
PRKCH,Entity
MCM3AP,Entity
functional colonic disease,Entity
docosapentaenoic acid,Entity
SCN3B,Entity
Genu varum,Entity
STRAP,Entity
Oxymetazoline,Entity
Weight loss,Entity
Increased urinary cortisol level,Entity
EIF4G1,Entity
NSD1,Entity
mantle cell lymphoma,Entity
esophageal candidiasis,Entity
Behavioral abnormality,Entity
Evogliptin,Entity
ERLEC1,Entity
TNFRSF14,Entity
LRG1,Entity
Desmoid tumors,Entity
ATP2A3,Entity
Urinary hesitancy,Entity
HJURP,Entity
Abnormal macular morphology,Entity
Type II diabetes mellitus,Entity
SOX4,Entity
colonic atresia (disease),Entity
Multifactorial inheritance,Entity
Vincristine,Entity
Minoxidil,Entity
acquired metabolic disease,Entity
PCNT,Entity
HLA-DRB5,Entity
M6PR,Entity
Disulfiram,Entity
"visceral steatosis, congenital",Entity
Almasilate,Entity
LRP2,Entity
POLG,Entity
endocrine system disease,Entity
MIR1303,Entity
Abnormality of brain morphology,Entity
COX2,Entity
polyp of large intestine,Entity
DCD,Entity
IGFBP3,Entity
GRFoma,Entity
Abnormality of dental enamel,Entity
disorder of folate metabolism and transport,Entity
esophagus liposarcoma,Entity
CLDN1,Entity
Abnormal skull morphology,Entity
Displacement of the urethral meatus,Entity
Flumazenil,Entity
"2,4,5,2',4',5'-hexachlorobiphenyl",Entity
cholangiocarcinoma,Entity
hypopharyngeal carcinoma,Entity
NTRK1,Entity
EPHX3,Entity
MMP12,Entity
pancreatic acinar cell carcinoma,Entity
MIR6803,Entity
Proguanil,Entity
BCORL1,Entity
Sodium sulfate,Entity
Olfactory lobe agenesis,Entity
HOXA13,Entity
Carbenicillin,Entity
Rufinamide,Entity
MIR130A,Entity
Natalizumab,Entity
variegate porphyria,Entity
respiratory malformation,Entity
IL19,Entity
IL32,Entity
Elevated circulating parathyroid hormone level,Entity
Salbutamol,Entity
Pleuritis,Entity
Nail dystrophy,Entity
DHRS2,Entity
H2AC16,Entity
Sulfathiazole,Entity
MAPK3,Entity
ABCA1,Entity
Scarring,Entity
APCS,Entity
benign neoplasm of exocrine pancreas,Entity
MIR98,Entity
Portal vein thrombosis,Entity
Etacrynic acid,Entity
DDX58,Entity
Recurrent abscess formation,Entity
CFP,Entity
genetic peripheral neuropathy,Entity
Capreomycin,Entity
Timolol,Entity
juvenile polyposis syndrome,Entity
PTPRU,Entity
primary peritoneal tumor,Entity
Telotristat ethyl,Entity
LARGE1,Entity
candidiasis,Entity
ENO1,Entity
LZTS2,Entity
HOXD1,Entity
EPHA7,Entity
PTPRN2,Entity
Tremor,Entity
Tyramine,Entity
MIR222,Entity
small intestine carcinoma,Entity
Elevated alkaline phosphatase,Entity
MIR152,Entity
Cystic liver disease,Entity
NDUFV1,Entity
GCG,Entity
AFAP1-AS1,Entity
EBF2,Entity
colorectal signet ring cell carcinoma,Entity
LGALS1,Entity
ERBB2,Entity
Orphenadrine,Entity
ABCB5,Entity
Abnormality of the genital system,Entity
ADRB2,Entity
FAM234A,Entity
Insulin receptor antibody positivity,Entity
COMT,Entity
Gastroesophageal reflux,Entity
occlusion of gallbladder,Entity
Slurred speech,Entity
SPC25,Entity
RHEB,Entity
Abnormality of connective tissue,Entity
gallbladder adenosquamous carcinoma,Entity
Desogestrel,Entity
JUND,Entity
ITGA1,Entity
Abnormality of the abdominal wall,Entity
FGF16,Entity
Vildagliptin,Entity
Splenomegaly,Entity
Pimozide,Entity
EHD3,Entity
Axenfeld anomaly,Entity
"duodenal neuroendocrine tumor, well differentiated, low or intermediate grade",Entity
Neoplasm of the colon,Entity
SLC22A1,Entity
pancreatic triacylglycerol lipase deficiency,Entity
Recurrent ear infections,Entity
ADAMTS17,Entity
Phenmetrazine,Entity
DBH,Entity
congenital intestinal disease due to an enzymatic defect,Entity
hemorrhagic disorder due to a platelet anomaly,Entity
liver failure,Entity
MIR378I,Entity
Abnormal C-peptide level,Entity
TP53BP1,Entity
OLFML2B,Entity
PSMD6,Entity
CYP1A2,Entity
MED13,Entity
Thick vermilion border,Entity
heart disease,Entity
Increased intracranial pressure,Entity
PPP1R1A,Entity
HSPA1A,Entity
TSLP,Entity
MIR378A,Entity
FBP1,Entity
Glucose intolerance,Entity
Intestinal hypoplasia,Entity
appendix carcinoma,Entity
gallbladder angiosarcoma,Entity
Abnormal fingernail morphology,Entity
Respiratory distress,Entity
Breathing dysregulation,Entity
Nafarelin,Entity
genetic multiple congenital anomalies/dysmorphic syndrome,Entity
Muscle spasm,Entity
MAGI2,Entity
"neuroendocrine tumor of the colon, well differentiated, low or intermediate grade tumor",Entity
MIR365A,Entity
infectious disease,Entity
Droperidol,Entity
SI,Entity
herpetic gastritis,Entity
Silodosin,Entity
CXCL14,Entity
CTSL,Entity
leiomyoma,Entity
Ranolazine,Entity
Flurbiprofen,Entity
imazethapyr,Entity
EGLN3,Entity
Methylphenidate,Entity
Autoimmune thrombocytopenia,Entity
small intestine neoplasm,Entity
Abnormality of the peritoneum,Entity
disorder of appendix,Entity
Skin vesicle,Entity
pylorospasm,Entity
fungal infectious disease,Entity
FUT2,Entity
Hearing abnormality,Entity
HOXC9,Entity
Neoplasm of the rectum,Entity
MAP2K3,Entity
Elevated C-reactive protein level,Entity
HES1,Entity
Dactinomycin,Entity
Diflunisal,Entity
CKM,Entity
RNF182,Entity
ZSCAN22,Entity
lipomatosis,Entity
GPX4,Entity
Lamivudine,Entity
malignant pancreatic neoplasm,Entity
PPP2R1B,Entity
LYVE1,Entity
ARID1A,Entity
CNDP1,Entity
RFC1,Entity
L-cell glucagon-like peptide-producing neuroendocrine tumor,Entity
SLC1A2,Entity
extraosseous osteosarcoma,Entity
gallbladder leiomyoma,Entity
glycogen storage disease due to liver phosphorylase kinase deficiency,Entity
PLK1,Entity
Trimethadione,Entity
TFAP2C,Entity
bacterial gastritis,Entity
salivary duct carcinoma,Entity
megaesophagus,Entity
Shock,Entity
PDRG1,Entity
Estradiol valerate,Entity
Sporadic,Entity
OIT3,Entity
SFRP5,Entity
CCND1,Entity
Abnormality of the kidney,Entity
SLC9A3,Entity
Indapamide,Entity
CCR6,Entity
protozoal dysentery,Entity
PCSK5,Entity
CD86,Entity
thrombotic disease,Entity
ARID1B,Entity
Epstein-Barr virus infection,Entity
PAIP2,Entity
KCNQ1,Entity
intestinal perforation,Entity
RECK,Entity
Micrognathia,Entity
Clidinium,Entity
Gemcitabine,Entity
acute intestinal ischemia,Entity
UBA5,Entity
UROC1,Entity
Diltiazem,Entity
splenic disease,Entity
KMT2B,Entity
SLC2A2,Entity
MAP3K7,Entity
Guanethidine,Entity
OMA1,Entity
Wide nasal bridge,Entity
Acitretin,Entity
Impaired distal proprioception,Entity
extrahepatic bile duct adenocarcinoma,Entity
MIF,Entity
Orlistat,Entity
MDH1,Entity
Octreotide,Entity
Quinapril,Entity
adenoid cystic carcinoma,Entity
HLA-B,Entity
Decitabine,Entity
H19,Entity
Protriptyline,Entity
Antiphospholipid antibody positivity,Entity
Bardet-Biedl syndrome,Entity
hereditary chronic pancreatitis,Entity
Hepatitis,Entity
PYGL,Entity
Generalized hyperpigmentation,Entity
poisoning,Entity
Foot polydactyly,Entity
gallbladder sarcoma,Entity
SREBF1,Entity
Abnormal cellular phenotype,Entity
HMBS,Entity
Duodenal adenocarcinoma,Entity
Abnormal circulating lipid concentration,Entity
CAMKK2,Entity
SLC19A1,Entity
gastrin secretion abnormality,Entity
HTR5A,Entity
Amiodarone,Entity
Keratoconjunctivitis sicca,Entity
exercise-induced hyperinsulinism,Entity
Selegiline,Entity
maxillary sinus adenoid cystic carcinoma,Entity
ICAM1,Entity
rectum adenocarcinoma,Entity
LEPR,Entity
MIR197,Entity
Pachygyria,Entity
Chlorodiphenyl (54% Chlorine),Entity
Bumetanide,Entity
Pentazocine,Entity
Biotin,Entity
RUNX1T1,Entity
Nebivolol,Entity
autoimmune hepatitis,Entity
Alendronic acid,Entity
primary microcephaly-mild intellectual disability-young-onset diabetes syndrome,Entity
Hamartomatous stomach polyps,Entity
Risedronic acid,Entity
DES,Entity
LTA,Entity
solitary necrotic nodule of the liver,Entity
esophageal disease,Entity
GPBAR1,Entity
Hemiplegia/hemiparesis,Entity
abetalipoproteinemia,Entity
syndromic congenital sodium diarrhea,Entity
Pyrimethamine,Entity
Metaxalone,Entity
STAT1,Entity
Meconium ileus,Entity
IgG4-related sclerosing cholangitis,Entity
CA3,Entity
colorectal lipoma,Entity
NR1H2,Entity
BAX,Entity
Sulfasalazine,Entity
Abnormality of femur morphology,Entity
leukoplakia,Entity
NTNG1,Entity
Prednisone,Entity
ASCL2,Entity
Acholic stools,Entity
CTNNB1,Entity
MTHFR,Entity
SFN,Entity
CENPU,Entity
Voriconazole,Entity
DNAJC6,Entity
MIR155,Entity
Pancytopenia,Entity
Theophylline,Entity
XAGE1A,Entity
pancreatic neuroendocrine neoplasm,Entity
NUS1,Entity
gastric gastrin-producing neuroendocrine tumor,Entity
Nandrolone,Entity
TTC37,Entity
Hemolytic-uremic syndrome,Entity
Vancomycin,Entity
meconium ileus,Entity
CYREN,Entity
telomere syndrome,Entity
BECN1,Entity
DIRAS3,Entity
Epstein-Barr virus-associated carcinoma,Entity
Lidocaine,Entity
RBM10,Entity
H1-4,Entity
NOP16,Entity
esophagus sarcoma,Entity
syndrome with a central nervous system malformation as major feature,Entity
mucinous adenocarcinoma,Entity
AKT1,Entity
porphyria due to ALA dehydratase deficiency,Entity
PDGFRA,Entity
MIR4507,Entity
Pindolol,Entity
gastric squamous cell carcinoma,Entity
Secnidazole,Entity
PKHD1,Entity
Oral ulcer,Entity
ADAMTS1,Entity
MIR192,Entity
Calcium chloride,Entity
KEAP1,Entity
PYGB,Entity
Dark yellow urine,Entity
ABCC6,Entity
Buprenorphine,Entity
RNPEPL1,Entity
Pointed chin,Entity
Atretic gallbladder,Entity
MS4A5,Entity
gastric mantle cell lymphoma,Entity
Zaleplon,Entity
TPSAB1,Entity
autoimmune disease with skin involvement,Entity
Methylmercury Compounds,Entity
colon carcinoma,Entity
NME1,Entity
Trandolapril,Entity
Small intestinal polyp,Entity
NOS2,Entity
congenital isolated hyperinsulinism,Entity
COMMD1,Entity
Hand tremor,Entity
Floxuridine,Entity
PUS1,Entity
polyp of rectum,Entity
short fifth metacarpals-insulin resistance syndrome,Entity
MUTYH,Entity
P4HTM,Entity
HRH2,Entity
Bimatoprost,Entity
Functional motor deficit,Entity
colonic neoplasm,Entity
STK36,Entity
SERPINB2,Entity
ID4,Entity
P2RY14,Entity
autosomal dominant disease,Entity
inherited digestive tract tumor,Entity
gastric liposarcoma,Entity
Increased size of the mandible,Entity
gastric adenoma,Entity
Aminoaciduria,Entity
Abnormal chorioretinal morphology,Entity
PTPRC,Entity
KIF3A,Entity
gastroenteritis,Entity
isolated agenesis of gallbladder,Entity
FOXO3,Entity
Heptachlor,Entity
neoplasm of major salivary gland,Entity
liver carcinoma in situ,Entity
TMEM117,Entity
RDH13,Entity
Functional intestinal obstruction,Entity
GSTA1,Entity
Ethoheptazine,Entity
"nephropathy, progressive tubulointerstitial, with cholestatic liver disease",Entity
HHAT,Entity
cecal neoplasm,Entity
"Heparin, bovine",Entity
Night sweats,Entity
Hydroxychloroquine,Entity
Prolonged neonatal jaundice,Entity
HIPK2,Entity
CDKN2C,Entity
pancreatic somatostatinoma,Entity
Hypernatremia,Entity
Proximal muscle weakness in upper limbs,Entity
NPPA,Entity
OLFM2,Entity
WRN,Entity
MIRLET7D,Entity
Bupropion,Entity
pancreatic lipomatosis duodenal stenosis,Entity
colon medullary carcinoma,Entity
MMP10,Entity
HPX,Entity
HLA-DPB1,Entity
gall bladder carcinoma in situ,Entity
MIR151A,Entity
Mestranol,Entity
upper digestive tract disease,Entity
signet ring cell carcinoma,Entity
FAM155A,Entity
small intestinal tubulovillous adenoma,Entity
Delayed gross motor development,Entity
IFNB1,Entity
MIR1290,Entity
C5,Entity
PRKACB,Entity
ND4L,Entity
RPS21,Entity
Abnormal muscle physiology,Entity
BCS1L,Entity
Sitagliptin,Entity
Barrett adenocarcinoma,Entity
Voglibose,Entity
Hepatic necrosis,Entity
Coloboma,Entity
TNFRSF1A,Entity
FEN1,Entity
GNA12,Entity
carcinoma of duodenum,Entity
NUF2,Entity
Chlorbenzoxamine,Entity
VRTN,Entity
Pyridoxine,Entity
Noscapine,Entity
LY96,Entity
TXNDC17,Entity
Duplicated collecting system,Entity
PMS1,Entity
Chronic fatigue,Entity
Sulfamethoxazole,Entity
Tolbutamide,Entity
parasitic infection,Entity
fibroepithelial polyp,Entity
Abnormality of the autonomic nervous system,Entity
CYP39A1,Entity
PREX2,Entity
hereditary coproporphyria,Entity
GNAZ,Entity
LAMC2,Entity
colon dysplasia,Entity
colorectal neoplasm,Entity
congenital diarrhea,Entity
intestinal helminthiasis,Entity
Domperidone,Entity
Colonic diverticula,Entity
ARRB1,Entity
Efavirenz,Entity
GCK,Entity
MIR144,Entity
AGTR1,Entity
MIRLET7C,Entity
LAMA2,Entity
Premature graying of hair,Entity
mixed neoplasm,Entity
pancreatic ductal adenocarcinoma,Entity
NUDCD3,Entity
Styrene,Entity
GKN1,Entity
CDKN2A,Entity
GYS2,Entity
congenital dyserythropoietic anemia,Entity
chemical colitis,Entity
SMARCA2,Entity
AHR,Entity
Abnormal penis morphology,Entity
MARK1,Entity
Vitamin E,Entity
benign epithelial tumor of salivary glands,Entity
Magnesium carbonate,Entity
Camostat,Entity
AASS,Entity
PRDX5,Entity
EN1,Entity
neoplasm of retromolar area,Entity
extrahepatic bile duct mucoepidermoid carcinoma,Entity
Chromium,Entity
protozoa infectious disease,Entity
extrahepatic bile duct papillary adenoma,Entity
CPT1A,Entity
TOP2A,Entity
TNF,Entity
RABL3,Entity
Bowel urgency,Entity
SULT1A1,Entity
aortic disease,Entity
PAX6,Entity
syndromic visceral malformation,Entity
TET2,Entity
Clonazepam,Entity
CAPN6,Entity
blind loop syndrome,Entity
Generalized hirsutism,Entity
LPL,Entity
polycystic liver disease,Entity
"hyperinsulinemic hypoglycemia, familial",Entity
NEK2,Entity
MIR136,Entity
Trelagliptin,Entity
Skin erosion,Entity
CYLD,Entity
ARAF,Entity
Restrictive ventilatory defect,Entity
SPRED1,Entity
carcinoma of soft palate,Entity
hereditary North American Indian childhood cirrhosis,Entity
Multicystic kidney dysplasia,Entity
Cesium,Entity
TSKS,Entity
NR1H3,Entity
SLC38A9,Entity
Ilaprazole,Entity
Cyclobenzaprine,Entity
undifferentiated carcinoma of nasopharynx,Entity
CCAT1,Entity
BTD,Entity
TCN2,Entity
pancreatic delta cell neuroendocrine tumor,Entity
MYO9B,Entity
High intestinal obstruction,Entity
SIGLEC7,Entity
NQO1,Entity
IL17REL,Entity
GATA6,Entity
UQCRC2,Entity
head and neck neoplasm,Entity
COL14A1,Entity
gastrointestinal lymphoma,Entity
MIR1307,Entity
Ramipril,Entity
Nalbuphine,Entity
Hepatic failure,Entity
USP5,Entity
DENND1B,Entity
ileocolitis,Entity
multiple congenital anomalies/dysmorphic syndrome-intellectual disability,Entity
MAP2K7,Entity
Hydroxyprogesterone caproate,Entity
glycogen storage disease,Entity
functioning endocrine neoplasm,Entity
SLC5A1,Entity
Roflumilast,Entity
GOT1,Entity
ADORA1,Entity
MIR29C,Entity
Lactitol,Entity
BPIFB2,Entity
familial colorectal cancer,Entity
genetic central nervous system and retinal vascular disease,Entity
lipodystrophy,Entity
NK-cell enteropathy,Entity
MIR130B,Entity
Hypertonic dehydration,Entity
benign neoplasm of stomach,Entity
Folate-responsive megaloblastic anemia,Entity
Glomerulopathy,Entity
ATRX,Entity
STAM,Entity
CDH5,Entity
Ischemic stroke,Entity
CDKN2D,Entity
TSPO,Entity
orofacial clefting syndrome,Entity
NEUROG3,Entity
Gliquidone,Entity
CD36,Entity
Glisoxepide,Entity
SERBP1,Entity
perfluorononanoic acid,Entity
Amrinone,Entity
type 2 diabetes mellitus,Entity
SPP1,Entity
sublingual gland carcinoma,Entity
Abnormal dermatoglyphics,Entity
RBP3,Entity
spleen angiosarcoma,Entity
quizalofop-ethyl,Entity
Ofloxacin,Entity
Hydronephrosis,Entity
Generalized non-motor (absence) seizure,Entity
Impaired vibratory sensation,Entity
Elevated serum acid phosphatase,Entity
Lynch syndrome,Entity
MAP2K1,Entity
Recurrent urinary tract infections,Entity
DEND syndrome,Entity
colon small cell neuroendocrine carcinoma,Entity
SLC13A5,Entity
Pazopanib,Entity
Anidulafungin,Entity
Abnormal gastrointestinal motility,Entity
Zinc gluconate,Entity
SLC5A5,Entity
CABYR,Entity
Carbenoxolone,Entity
ABCB1,Entity
Particulate Matter,Entity
IGBP1,Entity
Respiratory failure,Entity
NEIL3,Entity
FAT1,Entity
Thoracic aortic aneurysm,Entity
Deep venous thrombosis,Entity
IGF1R,Entity
BPNT1,Entity
Bulbous nose,Entity
Moyamoya disease with early-onset achalasia,Entity
CHRM3,Entity
BRCC3,Entity
TBXA2R,Entity
ACACB,Entity
AKR1B10,Entity
Oxyphenisatin acetate,Entity
PER1,Entity
malabsorption syndrome,Entity
Magnesium hydroxide,Entity
ZSCAN5A,Entity
parotid gland cancer,Entity
KSR2,Entity
ACTR3,Entity
oral cavity neoplasm,Entity
PDLIM5,Entity
Metformin,Entity
TMED7,Entity
PRKG2,Entity
LCT-AS1,Entity
ITGA7,Entity
UPB1,Entity
"colorectal cancer, susceptibility to",Entity
Clubbing of fingers,Entity
BMPR1A,Entity
appendix villous adenoma,Entity
Abnormality of the nervous system,Entity
Confusion,Entity
balantidiasis,Entity
GAGE1,Entity
CYP2C9,Entity
HIF1A,Entity
MIR224,Entity
PKM,Entity
Decreased LDL cholesterol concentration,Entity
PC,Entity
EPHB1,Entity
Prilocaine,Entity
Aplasia/Hypoplasia of the eyebrow,Entity
"gallbladder neuroendocrine tumor, grade 1/2",Entity
Ferrous sulfate anhydrous,Entity
CD69,Entity
VNN1,Entity
GSTM5,Entity
Mepivacaine,Entity
Abnormal abdomen morphology,Entity
CCT7,Entity
Oteracil,Entity
Abnormality of the skeletal system,Entity
DCN,Entity
Gastric diverticulum,Entity
PPARG,Entity
Aminosalicylic acid,Entity
neuronal intestinal pseudoobstruction,Entity
Flecainide,Entity
BRSK1,Entity
DDB1,Entity
PKN1,Entity
PLA2G4A,Entity
TRPM7,Entity
cribriform carcinoma,Entity
PKP1,Entity
KLF2,Entity
laryngotracheoesophageal cleft,Entity
Norfloxacin,Entity
Ophthalmoplegia,Entity
CPOX,Entity
Perindopril,Entity
NT5C,Entity
Episodic vomiting,Entity
Polyethylene glycol 3500,Entity
Metabolic acidosis,Entity
gallbladder adenoma,Entity
ABCG2,Entity
Neonatal insulin-dependent diabetes mellitus,Entity
immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections syndrome,Entity
Broad forehead,Entity
SETD2,Entity
intestinal type adenocarcinoma,Entity
WSCD1,Entity
Povidone K30,Entity
GALE,Entity
Berardinelli-Seip congenital lipodystrophy,Entity
malaria,Entity
Citric acid,Entity
Ozanimod,Entity
benign neoplasm of rectum,Entity
Diastomatomyelia,Entity
Hypocalcemia,Entity
PNPT1,Entity
type 1 interferonopathy,Entity
small intestinal tubular adenoma,Entity
Skeletal muscle atrophy,Entity
ALAS2,Entity
Psoriasiform dermatitis,Entity
gastric cardia adenocarcinoma,Entity
angiodysplasia,Entity
familial porphyria cutanea tarda,Entity
Phenylacetic acid,Entity
Abnormal brain FDG positron emission tomography,Entity
salivary gland basal cell adenocarcinoma,Entity
Acyclovir,Entity
isolated tracheo-esophageal fistula,Entity
Icosapent,Entity
MIR376C,Entity
COLEC10,Entity
Asenapine,Entity
TRIM28,Entity
macrotrabecular hepatoblastoma,Entity
pancreatic non-functioning delta cell tumor,Entity
SLC25A47,Entity
SLC22A4,Entity
protein-losing enteropathy (disease),Entity
SYCP1,Entity
nose and cavum anomaly,Entity
rectum malignant melanoma,Entity
PAM,Entity
ENPP1,Entity
Horseshoe kidney,Entity
FBXL18,Entity
MIR122,Entity
squamous cell bile duct carcinoma,Entity
appendiceal neoplasm,Entity
PNRC1,Entity
GLIS2,Entity
Paranoia,Entity
hereditary gastric cancer,Entity
Mendelian disease,Entity
non-neoplastic bile duct disorder,Entity
"Low-set, posteriorly rotated ears",Entity
adenoma of pancreas,Entity
TUBB4B,Entity
Imatinib,Entity
MIR421,Entity
EXOSC2,Entity
Small intestinal dysmotility,Entity
MUC2,Entity
FN1,Entity
NOP56,Entity
MALT lymphoma,Entity
gastrointestinal anthrax,Entity
Abnormal biliary tract morphology,Entity
NCOA3,Entity
ABCB10,Entity
ECE1,Entity
carcinoma of pharynx,Entity
megacolon,Entity
ketamine-induced biliary dilatation,Entity
AGTR2,Entity
DMD,Entity
Copper,Entity
CCDC62,Entity
Cholangiocarcinoma,Entity
PPM1E,Entity
gastric dilatation,Entity
Tolazamide,Entity
E2F8,Entity
KMT2D,Entity
DNMT1,Entity
Chloroform,Entity
KRTAP10-8,Entity
CFTR,Entity
COL1A2,Entity
Failure to thrive in infancy,Entity
PHOX2B,Entity
MIRLET7B,Entity
CCL7,Entity
Abnormality of small intestinal villus morphology,Entity
odontogenic neoplasm,Entity
NNMT,Entity
verrucous carcinoma,Entity
Thickened ears,Entity
carcinoma in situ of fundus of stomach,Entity
Phenobarbital,Entity
Exercise intolerance,Entity
SOAT2,Entity
DDIT3,Entity
ANAPC4,Entity
Propafenone,Entity
Avapritinib,Entity
SLC19A2,Entity
benign neoplasm of small intestine,Entity
CD74,Entity
benign neoplasm of cecum,Entity
epithelial neoplasm of rectum,Entity
BDKRB2,Entity
Abnormal renal physiology,Entity
MELK,Entity
Telecanthus,Entity
primary biliary cholangitis/primary sclerosing cholangitis and autoimmune hepatitis overlap syndrome,Entity
Emotional lability,Entity
Troxipide,Entity
cecum lymphoma,Entity
pancreatic large cell neuroendocrine carcinoma,Entity
RAB5C,Entity
GNB5,Entity
PKNOX1,Entity
RRM2,Entity
S100A11,Entity
